datum,fullDepo,balance,equity,hozamManual,hozamRobot
2018.12.18 22:17,1743.05,1938.60,1938.60,122.98,72.57
2018.12.18 22:17,1743.05,1933.39,1933.39,122.98,67.36
2018.12.18 22:17,1743.05,1928.07,1928.07,122.98,62.04
2018.12.18 22:46,1743.05,1929.14,1929.14,124.05,62.04
2018.12.18 22:47,1743.05,1966.04,1966.04,160.95,62.04
2018.12.18 23:01,1743.05,1956.69,1956.69,151.60,62.04
2018.12.19 15:32,1743.05,1956.62,1956.62,151.53,62.04
2018.12.19 17:23,1743.05,1956.87,1956.87,151.78,62.04
2018.12.19 17:25,1743.05,1959.51,1959.51,154.42,62.04
2018.12.19 18:07,1743.05,1960.02,1960.02,154.93,62.04
2018.12.19 18:21,1743.05,1962.80,1962.80,157.71,62.04
2018.12.19 19:53,1743.05,1961.76,1961.76,156.67,62.04
2018.12.19 19:53,1743.05,1964.68,1964.68,159.59,62.04
2018.12.19 19:57,1743.05,1964.97,1964.97,159.88,62.04
2018.12.19 20:14,1743.05,1966.58,1966.58,161.49,62.04
2018.12.19 20:32,1743.05,1967.15,1967.15,162.06,62.04
2018.12.19 20:54,1743.05,1962.61,1962.61,157.52,62.04
2018.12.19 21:05,1743.05,1954.63,1954.63,149.54,62.04
2018.12.19 21:08,1743.05,1942.10,1942.10,137.01,62.04
2018.12.19 21:14,1743.05,1954.16,1954.16,149.07,62.04
2018.12.19 21:14,1743.05,1967.87,1967.87,162.78,62.04
2018.12.19 21:20,1743.05,1970.94,1970.94,165.85,62.04
2018.12.19 21:20,1743.05,1974.13,1974.13,169.04,62.04
2018.12.19 21:26,1743.05,1975.21,1975.21,170.12,62.04
2018.12.19 21:26,1743.05,1976.22,1976.22,171.13,62.04
2018.12.19 21:26,1743.05,1979.27,1979.27,174.18,62.04
2018.12.19 22:05,1743.05,1986.10,1986.10,174.18,68.87
2018.12.19 22:05,1743.05,1992.66,1992.66,174.18,75.43
2018.12.19 22:24,1743.05,1980.70,1980.70,162.22,75.43
2018.12.19 22:32,1743.05,1983.79,1983.79,165.31,75.43
2018.12.19 22:41,1743.05,1998.08,1998.08,179.60,75.43
2018.12.19 22:50,1743.05,1984.60,1984.60,166.12,75.43
2018.12.19 22:51,1743.05,1977.38,1977.38,158.90,75.43
2018.12.20 10:40,1743.05,1977.96,1977.96,159.48,75.43
2018.12.20 10:40,1743.05,1976.21,1976.21,157.73,75.43
2018.12.20 10:40,1743.05,1976.90,1976.90,158.42,75.43
2018.12.20 10:40,1743.05,1978.06,1978.06,159.58,75.43
2018.12.20 10:59,1743.05,1968.66,1968.66,150.18,75.43
2018.12.20 10:59,1743.05,1963.69,1963.69,145.21,75.43
2018.12.20 10:59,1743.05,1958.49,1958.49,140.01,75.43
2018.12.20 10:59,1743.05,1948.97,1948.97,130.49,75.43
2018.12.20 14:26,1743.05,1951.73,1951.73,133.25,75.43
2018.12.20 14:26,1743.05,1953.63,1953.63,135.15,75.43
2018.12.20 14:26,1743.05,1955.29,1955.29,136.81,75.43
2018.12.20 14:26,1743.05,1956.94,1956.94,138.46,75.43
2018.12.20 14:26,1743.05,1957.62,1957.62,139.14,75.43
2018.12.20 14:26,1743.05,1956.41,1956.41,137.93,75.43
2018.12.20 14:26,1743.05,1956.07,1956.07,137.59,75.43
2018.12.20 14:26,1743.05,1953.90,1953.90,135.42,75.43
2018.12.20 14:37,1743.05,1954.23,1954.23,135.75,75.43
2018.12.20 14:37,1743.05,1949.85,1949.85,131.37,75.43
2018.12.20 14:58,1743.05,1947.78,1947.78,129.30,75.43
2018.12.20 14:58,1743.05,1944.94,1944.94,126.46,75.43
2018.12.20 14:58,1743.05,1930.72,1930.72,112.24,75.43
2018.12.20 15:44,1743.05,1951.87,1951.87,133.39,75.43
2018.12.20 15:49,1743.05,1989.97,1989.97,171.49,75.43
2018.12.20 15:58,1743.05,2018.70,2018.70,200.22,75.43
2018.12.20 17:20,1743.05,2012.80,2012.80,194.32,75.43
2018.12.20 17:20,1743.05,2005.40,2005.40,186.92,75.43
2018.12.20 17:20,1743.05,2004.67,2004.67,186.19,75.43
2018.12.20 17:45,1743.05,2005.96,2005.96,187.48,75.43
2018.12.20 17:45,1743.05,2020.08,2020.08,201.60,75.43
2018.12.20 17:57,1743.05,2007.08,2007.08,188.60,75.43
2018.12.20 18:08,1743.05,1991.34,1991.34,172.86,75.43
2018.12.20 18:08,1743.05,1985.44,1985.44,166.96,75.43
2018.12.20 18:08,1743.05,1976.57,1976.57,158.09,75.43
2018.12.20 18:29,1743.05,1978.18,1978.18,159.70,75.43
2018.12.20 18:31,1743.05,2025.08,2025.08,206.60,75.43
2018.12.20 19:03,1743.05,2021.04,2021.04,206.60,71.39
2018.12.20 19:03,1743.05,2016.30,2016.30,206.60,66.65
2018.12.20 19:26,1743.05,2005.79,2005.79,196.09,66.65
2018.12.20 21:03,1743.05,2013.31,2013.31,196.09,74.17
2018.12.20 21:03,1743.05,2021.11,2021.11,196.09,81.97
2018.12.21 10:15,1743.05,2021.14,2021.14,196.12,81.97
2018.12.21 10:16,1743.05,2023.75,2023.75,198.73,81.97
2018.12.21 11:07,2442.12,2722.82,2722.82,198.73,81.97
2018.12.21 11:11,2442.12,2718.73,2718.73,194.64,81.97
2018.12.21 11:11,2442.12,2722.35,2722.35,198.26,81.97
2018.12.21 11:42,2442.12,2722.70,2722.70,198.61,81.97
